id,agv_map_name,start_marker_id,end_marker_id,start_control,end_control,length,line_type,direction,forward_agv_direction,reverse_agv_direction,usage_status,auto_door_id
0585c957-2a4f-461c-bbf6-2f8d52387d29,zidonghuaceshi,2087363569672351746,2089523864763707393,"{""x"":29.236,""y"":49.349}","{""x"":30.801,""y"":49.366}",7.828472000911534,1,0,0,0,ENABLE,
47fc5795-dfda-4b5f-a69a-63c38d9c7dac,zidonghuaceshi,2087363569672351746,2087363582884409346,"{""x"":28.584,""y"":49.256}","{""x"":29.824,""y"":49.227}",7.457858690911001,1,0,0,0,ENABLE,
775e7000-a290-40da-ad27-8789e181c41f,zidonghuaceshi,2089524671798128642,2087363527918055426,"{""x"":25.537,""y"":45.24}","{""x"":25.698,""y"":45.228}",0.8099250720425979,1,0,0,0,ENABLE,
7fe04dea-f017-4219-8140-4ede64bec296,zidonghuaceshi,2087363527918055426,2087363623887925249,"{""x"":31.904,""y"":45.042}","{""x"":34.846,""y"":44.961}",14.712750684896577,1,0,0,0,ENABLE,
91f3a4bf-fef1-46c3-a849-9895d97274e5,zidonghuaceshi,2087363569672351746,2087363722009473025,"{""x"":28.79,""y"":49.393}","{""x"":30.018,""y"":47.891}",7.808260856787442,2,0,0,0,ENABLE,
eaa38692-a5fc-45ab-b27a-ad4b9d1faed0,zidonghuaceshi,2087363569672351746,2087363527918055426,"{""x"":26.071,""y"":47.669}","{""x"":26.055,""y"":46.847}",4.111196401674185,1,0,0,0,ENABLE,
