id,agv_code,agv_name,agv_type,navigation_type,description,agv_map_id,agv_picture,create_time,update_time
260e30ef-53f0-11f1-a35f-0242ac110003,11,11,EX100,LASER,,,,2026-05-20 10:03:52,2026-05-20 10:03:52
